Entry,Entry name,Status,Protein names,Gene names,Organism,Length
Q66K74,MAP1S_HUMAN,reviewed,Microtubule-associated protein 1S (MAP-1S) (BPY2-interacting protein 1) (Microtubule-associated protein 8) (Variable charge Y chromosome 2-interacting protein 1) (VCY2-interacting protein 1) (VCY2IP-1) [Cleaved into: MAP1S heavy chain; MAP1S light chain],MAP1S BPY2IP1 C19orf5 MAP8 VCY2IP1,Homo sapiens (Human),1059
Q8NHW3,MAFA_HUMAN,reviewed,Transcription factor MafA (Pancreatic beta-cell-specific transcriptional activator) (Transcription factor RIPE3b1) (V-maf musculoaponeurotic fibrosarcoma oncogene homolog A),MAFA,Homo sapiens (Human),353
Q9H204,MED28_HUMAN,reviewed,Mediator of RNA polymerase II transcription subunit 28 (Endothelial-derived protein 1) (Mediator complex subunit 28) (Merlin and Grb2-interacting cytoskeletal protein) (Magicin) (Tumor angiogenesis marker EG-1),MED28 EG1 FKSG20,Homo sapiens (Human),178
P50222,MEOX2_HUMAN,reviewed,Homeobox protein MOX-2 (Growth arrest-specific homeobox) (Mesenchyme homeobox 2),MEOX2 GAX MOX2,Homo sapiens (Human),304
O43324,MCA3_HUMAN,reviewed,Eukaryotic translation elongation factor 1 epsilon-1 (Aminoacyl tRNA synthetase complex-interacting multifunctional protein 3) (Elongation factor p18) (Multisynthase complex auxiliary component p18),EEF1E1 AIMP3 P18,Homo sapiens (Human),174
Q9ULC4,MCTS1_HUMAN,reviewed,Malignant T-cell-amplified sequence 1 (MCT-1) (Multiple copies T-cell malignancies),MCTS1 MCT1,Homo sapiens (Human),181
Q7Z434,MAVS_HUMAN,reviewed,Mitochondrial antiviral-signaling protein (MAVS) (CARD adapter inducing interferon beta) (Cardif) (Interferon beta promoter stimulator protein 1) (IPS-1) (Putative NF-kappa-B-activating protein 031N) (Virus-induced-signaling adapter) (VISA),MAVS IPS1 KIAA1271 VISA,Homo sapiens (Human),540
Q9Y6D9,MD1L1_HUMAN,reviewed,Mitotic spindle assembly checkpoint protein MAD1 (Mitotic arrest deficient 1-like protein 1) (MAD1-like protein 1) (Mitotic checkpoint MAD1 protein homolog) (HsMAD1) (hMAD1) (Tax-binding protein 181),MAD1L1 MAD1 TXBP181,Homo sapiens (Human),718
Q9Y4C4,MFHA1_HUMAN,reviewed,Malignant fibrous histiocytoma-amplified sequence 1 (Malignant fibrous histiocytoma-amplified sequence with leucine-rich tandem repeats 1),MFHAS1 MASL1,Homo sapiens (Human),1052
Q10571,MN1_HUMAN,reviewed,Transcriptional activator MN1 (Probable tumor suppressor protein MN1),MN1,Homo sapiens (Human),1320
Q9BUN1,MENT_HUMAN,reviewed,Protein MENT (Methylated in normal thymocytes protein),MENT C1orf56 UNQ547/PRO1104,Homo sapiens (Human),341
Q9NXC5,MIO_HUMAN,reviewed,GATOR complex protein MIOS (Missing oocyte meiosis regulator homolog),MIOS,Homo sapiens (Human),875
Q9H492,MLP3A_HUMAN,reviewed,Microtubule-associated proteins 1A/1B light chain 3A (Autophagy-related protein LC3 A) (Autophagy-related ubiquitin-like modifier LC3 A) (MAP1 light chain 3-like protein 1) (MAP1A/MAP1B light chain 3 A) (MAP1A/MAP1B LC3 A) (Microtubule-associated protein 1 light chain 3 alpha),MAP1LC3A,Homo sapiens (Human),121
P49736,MCM2_HUMAN,reviewed,DNA replication licensing factor MCM2 (EC 3.6.4.12) (Minichromosome maintenance protein 2 homolog) (Nuclear protein BM28),MCM2 BM28 CCNL1 CDCL1 KIAA0030,Homo sapiens (Human),904
O00255,MEN1_HUMAN,reviewed,Menin,MEN1 SCG2,Homo sapiens (Human),615
Q12866,MERTK_HUMAN,reviewed,Tyrosine-protein kinase Mer (EC 2.7.10.1) (Proto-oncogene c-Mer) (Receptor tyrosine kinase MerTK),MERTK MER,Homo sapiens (Human),999
P35240,MERL_HUMAN,reviewed,Merlin (Moesin-ezrin-radixin-like protein) (Neurofibromin-2) (Schwannomerlin) (Schwannomin),NF2 SCH,Homo sapiens (Human),595
Q8WZ82,OVCA2_HUMAN,reviewed,Esterase OVCA2 (EC 3.1.2.-) (Ovarian cancer-associated gene 2 protein),OVCA2,Homo sapiens (Human),227
Q8NBR0,P5I13_HUMAN,reviewed,Tumor protein p53-inducible protein 13 (Damage-stimulated cytoplasmic protein 1),TP53I13 DSCP1,Homo sapiens (Human),393
P53816,PA216_HUMAN,reviewed,HRAS-like suppressor 3 (HRSL3) (EC 3.1.1.32) (EC 3.1.1.4) (Adipose-specific phospholipase A2) (AdPLA) (Group XVI phospholipase A1/A2) (H-rev 107 protein homolog) (H-REV107) (HREV107-1) (HRAS-like suppressor 1) (HREV107-3) (Renal carcinoma antigen NY-REN-65),PLA2G16 HRASLS3 HREV107,Homo sapiens (Human),162
Q14982,OPCM_HUMAN,reviewed,Opioid-binding protein/cell adhesion molecule (OBCAM) (OPCML) (Opioid-binding cell adhesion molecule) (IgLON family member 1),OPCML IGLON1 OBCAM,Homo sapiens (Human),345
Q9UQ80,PA2G4_HUMAN,reviewed,Proliferation-associated protein 2G4 (Cell cycle protein p38-2G4 homolog) (hG4-1) (ErbB3-binding protein 1),PA2G4 EBP1,Homo sapiens (Human),394
Q99497,PARK7_HUMAN,reviewed,Protein DJ-1 (DJ-1) (Oncogene DJ1) (Parkinson disease protein 7) (Parkinsonism-associated deglycase) (Protein deglycase DJ-1) (EC 3.1.2.-) (EC 3.5.1.124),PARK7,Homo sapiens (Human),189
O15350,P73_HUMAN,reviewed,Tumor protein p73 (p53-like transcription factor) (p53-related protein),TP73 P73,Homo sapiens (Human),636
P05121,PAI1_HUMAN,reviewed,Plasminogen activator inhibitor 1 (PAI) (PAI-1) (Endothelial plasminogen activator inhibitor) (Serpin E1),SERPINE1 PAI1 PLANH1,Homo sapiens (Human),402
Q96IZ0,PAWR_HUMAN,reviewed,PRKC apoptosis WT1 regulator protein (Prostate apoptosis response 4 protein) (Par-4),PAWR PAR4,Homo sapiens (Human),340
Q86U86,PB1_HUMAN,reviewed,Protein polybromo-1 (hPB1) (BRG1-associated factor 180) (BAF180) (Polybromo-1D),PBRM1 BAF180 PB1,Homo sapiens (Human),1689
Q9H3D4,P63_HUMAN,reviewed,Tumor protein 63 (p63) (Chronic ulcerative stomatitis protein) (CUSP) (Keratinocyte transcription factor KET) (Transformation-related protein 63) (TP63) (Tumor protein p73-like) (p73L) (p40) (p51),TP63 KET P63 P73H P73L TP73L,Homo sapiens (Human),680
Q86YC2,PALB2_HUMAN,reviewed,Partner and localizer of BRCA2,PALB2 FANCN,Homo sapiens (Human),1186
P15428,PGDH_HUMAN,reviewed,15-hydroxyprostaglandin dehydrogenase [NAD(+)] (15-PGDH) (EC 1.1.1.141) (Prostaglandin dehydrogenase 1) (Short chain dehydrogenase/reductase family 36C member 1),HPGD PGDH1 SDR36C1,Homo sapiens (Human),266
Q15198,PGFRL_HUMAN,reviewed,Platelet-derived growth factor receptor-like protein (PDGFR-like protein) (PDGF receptor beta-like tumor suppressor),PDGFRL PRLTS,Homo sapiens (Human),375
P35227,PCGF2_HUMAN,reviewed,Polycomb group RING finger protein 2 (DNA-binding protein Mel-18) (RING finger protein 110) (Zinc finger protein 144),PCGF2 MEL18 RNF110 ZNF144,Homo sapiens (Human),344
Q9BYE7,PCGF6_HUMAN,reviewed,Polycomb group RING finger protein 6 (Mel18 and Bmi1-like RING finger) (RING finger protein 134),PCGF6 MBLR RNF134,Homo sapiens (Human),350
Q9GZU2,PEG3_HUMAN,reviewed,Paternally-expressed gene 3 protein (Zinc finger and SCAN domain-containing protein 24),PEG3 KIAA0287 ZSCAN24,Homo sapiens (Human),1588
Q99471,PFD5_HUMAN,reviewed,Prefoldin subunit 5 (C-Myc-binding protein Mm-1) (Myc modulator 1),PFDN5 MM1 PFD5,Homo sapiens (Human),154
Q15004,PAF15_HUMAN,reviewed,PCNA-associated factor (Hepatitis C virus NS5A-transactivated protein 9) (HCV NS5A-transactivated protein 9) (Overexpressed in anaplastic thyroid carcinoma 1) (OEATC-1) (PCNA-associated factor of 15 kDa) (PAF15) (p15PAF) (PCNA-clamp-associated factor),PCLAF KIAA0101 NS5ATP9 PAF L5,Homo sapiens (Human),111
Q8N7H5,PAF1_HUMAN,reviewed,RNA polymerase II-associated factor 1 homolog (hPAF1) (Pancreatic differentiation protein 2),PAF1 PD2,Homo sapiens (Human),531
I0J062,PANO1_HUMAN,reviewed,Proapoptotic nucleolar protein 1,PANO1 PANO,Homo sapiens (Human),215
P61758,PFD3_HUMAN,reviewed,Prefoldin subunit 3 (HIBBJ46) (Von Hippel-Lindau-binding protein 1) (VBP-1) (VHL-binding protein 1),VBP1 PFDN3,Homo sapiens (Human),197
Q53EL6,PDCD4_HUMAN,reviewed,Programmed cell death protein 4 (Neoplastic transformation inhibitor protein) (Nuclear antigen H731-like) (Protein 197/15a),PDCD4 H731,Homo sapiens (Human),469
Q9H8M7,MINY3_HUMAN,reviewed,Ubiquitin carboxyl-terminal hydrolase MINDY-3 (EC 3.4.19.12) (Dermal papilla-derived protein 5) (Deubiquitinating enzyme MINDY-3) (Protein CARP),MINDY3 C10orf97 CARP DERP5 FAM188A MSTP126 My042,Homo sapiens (Human),445
Q96BY2,MOAP1_HUMAN,reviewed,Modulator of apoptosis 1 (MAP-1) (MAP1) (Paraneoplastic antigen Ma4),MOAP1 PNMA4,Homo sapiens (Human),351
O75030,MITF_HUMAN,reviewed,Microphthalmia-associated transcription factor (Class E basic helix-loop-helix protein 32) (bHLHe32),MITF BHLHE32,Homo sapiens (Human),526
Q13368,MPP3_HUMAN,reviewed,MAGUK p55 subfamily member 3 (Discs large homolog 3) (Protein MPP3),MPP3 DLG3,Homo sapiens (Human),585
Q8IXI2,MIRO1_HUMAN,reviewed,Mitochondrial Rho GTPase 1 (MIRO-1) (hMiro-1) (EC 3.6.5.-) (Rac-GTP-binding protein-like protein) (Ras homolog gene family member T1),RHOT1 ARHT1,Homo sapiens (Human),618
P28482,MK01_HUMAN,reviewed,Mitogen-activated protein kinase 1 (MAP kinase 1) (MAPK 1) (EC 2.7.11.24) (ERT1) (Extracellular signal-regulated kinase 2) (ERK-2) (MAP kinase isoform p42) (p42-MAPK) (Mitogen-activated protein kinase 2) (MAP kinase 2) (MAPK 2),MAPK1 ERK2 PRKM1 PRKM2,Homo sapiens (Human),360
Q5JRA6,MIA3_HUMAN,reviewed,Melanoma inhibitory activity protein 3 (C219-reactive peptide) (D320) (Transport and Golgi organization protein 1),MIA3 KIAA0268 TANGO TANGO1 UNQ6077/PRO20088,Homo sapiens (Human),1907
P27361,MK03_HUMAN,reviewed,Mitogen-activated protein kinase 3 (MAP kinase 3) (MAPK 3) (EC 2.7.11.24) (ERT2) (Extracellular signal-regulated kinase 1) (ERK-1) (Insulin-stimulated MAP2 kinase) (MAP kinase isoform p44) (p44-MAPK) (Microtubule-associated protein 2 kinase) (p44-ERK1),MAPK3 ERK1 PRKM3,Homo sapiens (Human),379
P40692,MLH1_HUMAN,reviewed,DNA mismatch repair protein Mlh1 (MutL protein homolog 1),MLH1 COCA2,Homo sapiens (Human),756
Q9H3H1,MOD5_HUMAN,reviewed,"tRNA dimethylallyltransferase, mitochondrial (EC 2.5.1.75) (Isopentenyl-diphosphate:tRNA isopentenyltransferase) (IPP transferase) (IPPT) (hGRO1) (tRNA isopentenyltransferase) (IPTase)",TRIT1 IPT MOD5,Homo sapiens (Human),467
P45985,MP2K4_HUMAN,reviewed,Dual specificity mitogen-activated protein kinase kinase 4 (MAP kinase kinase 4) (MAPKK 4) (EC 2.7.12.2) (JNK-activating kinase 1) (MAPK/ERK kinase 4) (MEK 4) (SAPK/ERK kinase 1) (SEK1) (Stress-activated protein kinase kinase 1) (SAPK kinase 1) (SAPKK-1) (SAPKK1) (c-Jun N-terminal kinase kinase 1) (JNKK),MAP2K4 JNKK1 MEK4 MKK4 PRKMK4 SEK1 SERK1 SKK1,Homo sapiens (Human),399
Q9NV56,MRGBP_HUMAN,reviewed,MRG/MORF4L-binding protein (MRG-binding protein) (Up-regulated in colon cancer 4) (Urcc4),MRGBP C20orf20,Homo sapiens (Human),204
P53778,MK12_HUMAN,reviewed,Mitogen-activated protein kinase 12 (MAP kinase 12) (MAPK 12) (EC 2.7.11.24) (Extracellular signal-regulated kinase 6) (ERK-6) (Mitogen-activated protein kinase p38 gamma) (MAP kinase p38 gamma) (Stress-activated protein kinase 3),MAPK12 ERK6 SAPK3,Homo sapiens (Human),367
Q9UBU8,MO4L1_HUMAN,reviewed,Mortality factor 4-like protein 1 (MORF-related gene 15 protein) (Protein MSL3-1) (Transcription factor-like protein MRG15),MORF4L1 MRG15 FWP006 HSPC008 HSPC061 PP368,Homo sapiens (Human),362
Q15014,MO4L2_HUMAN,reviewed,Mortality factor 4-like protein 2 (MORF-related gene X protein) (Protein MSL3-2) (Transcription factor-like protein MRGX),MORF4L2 KIAA0026 MRGX,Homo sapiens (Human),288
P42345,MTOR_HUMAN,reviewed,Serine/threonine-protein kinase mTOR (EC 2.7.11.1) (FK506-binding protein 12-rapamycin complex-associated protein 1) (FKBP12-rapamycin complex-associated protein) (Mammalian target of rapamycin) (mTOR) (Mechanistic target of rapamycin) (Rapamycin and FKBP12 target 1) (Rapamycin target protein 1),MTOR FRAP FRAP1 FRAP2 RAFT1 RAPT1,Homo sapiens (Human),2549
O43312,MTSS1_HUMAN,reviewed,Metastasis suppressor protein 1 (Metastasis suppressor YGL-1) (Missing in metastasis protein),MTSS1 KIAA0429 MIM,Homo sapiens (Human),755
P15941,MUC1_HUMAN,reviewed,Mucin-1 (MUC-1) (Breast carcinoma-associated antigen DF3) (Cancer antigen 15-3) (CA 15-3) (Carcinoma-associated mucin) (Episialin) (H23AG) (Krebs von den Lungen-6) (KL-6) (PEMT) (Peanut-reactive urinary mucin) (PUM) (Polymorphic epithelial mucin) (PEM) (Tumor-associated epithelial membrane antigen) (EMA) (Tumor-associated mucin) (CD antigen CD227) [Cleaved into: Mucin-1 subunit alpha (MUC1-NT) (MUC1-alpha); Mucin-1 subunit beta (MUC1-beta) (MUC1-CT)],MUC1 PUM,Homo sapiens (Human),1255
O75081,MTG16_HUMAN,reviewed,Protein CBFA2T3 (MTG8-related protein 2) (Myeloid translocation gene on chromosome 16 protein) (hMTG16) (Zinc finger MYND domain-containing protein 4),CBFA2T3 MTG16 MTGR2 ZMYND4,Homo sapiens (Human),653
Q14168,MPP2_HUMAN,reviewed,MAGUK p55 subfamily member 2 (Discs large homolog 2) (Protein MPP2),MPP2 DLG2,Homo sapiens (Human),576
Q13330,MTA1_HUMAN,reviewed,Metastasis-associated protein MTA1,MTA1,Homo sapiens (Human),715
Q13126,MTAP_HUMAN,reviewed,S-methyl-5'-thioadenosine phosphorylase (EC 2.4.2.28) (5'-methylthioadenosine phosphorylase) (MTA phosphorylase) (MTAP) (MTAPase),MTAP MSAP,Homo sapiens (Human),283
P43246,MSH2_HUMAN,reviewed,DNA mismatch repair protein Msh2 (hMSH2) (MutS protein homolog 2),MSH2,Homo sapiens (Human),934
Q9BYG7,MSTRO_HUMAN,reviewed,Protein maestro (Male-specific transcription in the developing reproductive organs) (Protein B29),MRO B29 C18orf3,Homo sapiens (Human),248
Q96RE7,NACC1_HUMAN,reviewed,Nucleus accumbens-associated protein 1 (NAC-1) (BTB/POZ domain-containing protein 14B),NACC1 BTBD14B NAC1,Homo sapiens (Human),527
P15531,NDKA_HUMAN,reviewed,Nucleoside diphosphate kinase A (NDK A) (NDP kinase A) (EC 2.7.4.6) (Granzyme A-activated DNase) (GAAD) (Metastasis inhibition factor nm23) (NM23-H1) (Tumor metastatic process-associated protein),NME1 NDPKA NM23,Homo sapiens (Human),152
O43439,MTG8R_HUMAN,reviewed,Protein CBFA2T2 (ETO homologous on chromosome 20) (MTG8-like protein) (MTG8-related protein 1) (Myeloid translocation-related protein 1) (p85),CBFA2T2 EHT MTGR1,Homo sapiens (Human),604
Q8IUG5,MY18B_HUMAN,reviewed,Unconventional myosin-XVIIIb,MYO18B,Homo sapiens (Human),2567
P28698,MZF1_HUMAN,reviewed,Myeloid zinc finger 1 (MZF-1) (Zinc finger and SCAN domain-containing protein 6) (Zinc finger protein 42),MZF1 MZF ZNF42 ZSCAN6,Homo sapiens (Human),734
Q9ULD2,MTUS1_HUMAN,reviewed,Microtubule-associated tumor suppressor 1 (AT2 receptor-binding protein) (Angiotensin-II type 2 receptor-interacting protein) (Mitochondrial tumor suppressor 1),MTUS1 ATBP ATIP GK1 KIAA1288 MTSG1,Homo sapiens (Human),1270
Q9UIF7,MUTYH_HUMAN,reviewed,Adenine DNA glycosylase (EC 3.2.2.-) (MutY homolog) (hMYH),MUTYH MYH,Homo sapiens (Human),546
P41271,NBL1_HUMAN,reviewed,Neuroblastoma suppressor of tumorigenicity 1 (DAN domain family member 1) (Protein N03) (Zinc finger protein DAN),NBL1 DAN DAND1,Homo sapiens (Human),181
Q9NQR4,NIT2_HUMAN,reviewed,Omega-amidase NIT2 (EC 3.5.1.3) (Nitrilase homolog 2),NIT2 CUA002,Homo sapiens (Human),276
Q93015,NAT6_HUMAN,reviewed,N-acetyltransferase 6 (EC 2.3.1.-) (Protein fusion-2) (Protein fus-2),NAT6 FUS2,Homo sapiens (Human),286
Q6IQ20,NAPEP_HUMAN,reviewed,N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D (N-acyl phosphatidylethanolamine phospholipase D) (NAPE-PLD) (NAPE-hydrolyzing phospholipase D) (EC 3.1.4.54),NAPEPLD C7orf18,Homo sapiens (Human),393
Q96SB3,NEB2_HUMAN,reviewed,Neurabin-2 (Neurabin-II) (Protein phosphatase 1 regulatory subunit 9B) (Spinophilin),PPP1R9B PPP1R6,Homo sapiens (Human),815
Q15843,NEDD8_HUMAN,reviewed,NEDD8 (Neddylin) (Neural precursor cell expressed developmentally down-regulated protein 8) (NEDD-8) (Ubiquitin-like protein Nedd8),NEDD8,Homo sapiens (Human),81
P21359,NF1_HUMAN,reviewed,Neurofibromin (Neurofibromatosis-related protein NF-1) [Cleaved into: Neurofibromin truncated],NF1,Homo sapiens (Human),2839
P19838,NFKB1_HUMAN,reviewed,Nuclear factor NF-kappa-B p105 subunit (DNA-binding factor KBF1) (EBP-1) (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 1) [Cleaved into: Nuclear factor NF-kappa-B p50 subunit],NFKB1,Homo sapiens (Human),968
Q9UN36,NDRG2_HUMAN,reviewed,Protein NDRG2 (N-myc downstream-regulated gene 2 protein) (Protein Syld709613),NDRG2 KIAA1248 SYLD,Homo sapiens (Human),371
O60524,NEMF_HUMAN,reviewed,Nuclear export mediator factor NEMF (Antigen NY-CO-1) (Serologically defined colon cancer antigen 1),NEMF SDCCAG1,Homo sapiens (Human),1076
Q86X76,NIT1_HUMAN,reviewed,Nitrilase homolog 1 (EC 3.5.-.-),NIT1,Homo sapiens (Human),327
P50539,MXI1_HUMAN,reviewed,Max-interacting protein 1 (Max interactor 1) (Class C basic helix-loop-helix protein 11) (bHLHc11),MXI1 BHLHC11,Homo sapiens (Human),228
Q9Y2I1,NISCH_HUMAN,reviewed,Nischarin (Imidazoline receptor 1) (I-1) (IR1) (Imidazoline receptor antisera-selected protein) (hIRAS) (Imidazoline-1 receptor) (I1R) (Imidazoline-1 receptor candidate protein) (I-1 receptor candidate protein) (I1R candidate protein),NISCH IRAS KIAA0975,Homo sapiens (Human),1504
Q92597,NDRG1_HUMAN,reviewed,Protein NDRG1 (Differentiation-related gene 1 protein) (DRG-1) (N-myc downstream-regulated gene 1 protein) (Nickel-specific induction protein Cap43) (Reducing agents and tunicamycin-responsive protein) (RTP) (Rit42),NDRG1 CAP43 DRG1 RTP,Homo sapiens (Human),394
Q00653,NFKB2_HUMAN,reviewed,Nuclear factor NF-kappa-B p100 subunit (DNA-binding factor KBF2) (H2TF1) (Lymphocyte translocation chromosome 10 protein) (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 2) (Oncogene Lyt-10) (Lyt10) [Cleaved into: Nuclear factor NF-kappa-B p52 subunit],NFKB2 LYT10,Homo sapiens (Human),900
Q9Y6K9,NEMO_HUMAN,reviewed,NF-kappa-B essential modulator (NEMO) (FIP-3) (IkB kinase-associated protein 1) (IKKAP1) (Inhibitor of nuclear factor kappa-B kinase subunit gamma) (I-kappa-B kinase subunit gamma) (IKK-gamma) (IKKG) (IkB kinase subunit gamma) (NF-kappa-B essential modifier),IKBKG FIP3 NEMO,Homo sapiens (Human),419
Q12980,NPRL3_HUMAN,reviewed,GATOR complex protein NPRL3 (-14 gene protein) (Alpha-globin regulatory element-containing gene protein) (Nitrogen permease regulator 3-like protein) (Protein CGTHBA),NPRL3 C16orf35 CGTHBA MARE,Homo sapiens (Human),569
O76050,NEUL1_HUMAN,reviewed,E3 ubiquitin-protein ligase NEURL1 (EC 2.3.2.27) (Neuralized-like protein 1A) (h-neu) (h-neuralized 1) (RING finger protein 67) (RING-type E3 ubiquitin transferase NEURL1),NEURL1 NEURL NEURL1A RNF67,Homo sapiens (Human),574
Q99801,NKX31_HUMAN,reviewed,Homeobox protein Nkx-3.1 (Homeobox protein NK-3 homolog A),NKX3-1 NKX3.1 NKX3A,Homo sapiens (Human),234
Q13224,NMDE2_HUMAN,reviewed,"Glutamate receptor ionotropic, NMDA 2B (GluN2B) (Glutamate [NMDA] receptor subunit epsilon-2) (N-methyl D-aspartate receptor subtype 2B) (NMDAR2B) (NR2B) (N-methyl-D-aspartate receptor subunit 3) (NR3) (hNR3)",GRIN2B NMDAR2B,Homo sapiens (Human),1484
Q9UMY1,NOL7_HUMAN,reviewed,Nucleolar protein 7 (Nucleolar protein of 27 kDa),NOL7 C6orf90 NOP27,Homo sapiens (Human),257
Q99743,NPAS2_HUMAN,reviewed,Neuronal PAS domain-containing protein 2 (Neuronal PAS2) (Basic-helix-loop-helix-PAS protein MOP4) (Class E basic helix-loop-helix protein 9) (bHLHe9) (Member of PAS protein 4) (PAS domain-containing protein 4),NPAS2 BHLHE9 MOP4 PASD4,Homo sapiens (Human),824
P06748,NPM_HUMAN,reviewed,Nucleophosmin (NPM) (Nucleolar phosphoprotein B23) (Nucleolar protein NO38) (Numatrin),NPM1 NPM,Homo sapiens (Human),294
Q8WTW4,NPRL2_HUMAN,reviewed,GATOR complex protein NPRL2 (Gene 21 protein) (G21 protein) (Nitrogen permease regulator 2-like protein) (NPR2-like protein) (Tumor suppressor candidate 4),NPRL2 TUSC4,Homo sapiens (Human),380
O95478,NSA2_HUMAN,reviewed,Ribosome biogenesis protein NSA2 homolog (Hairy cell leukemia protein 1) (TGF-beta-inducible nuclear protein 1),NSA2 TINP1 HUSSY-29,Homo sapiens (Human),260
Q15743,OGR1_HUMAN,reviewed,Ovarian cancer G-protein coupled receptor 1 (OGR-1) (G-protein coupled receptor 68) (GPR12A) (Sphingosylphosphorylcholine receptor),GPR68 OGR1,Homo sapiens (Human),365
Q96FX8,PERP_HUMAN,reviewed,p53 apoptosis effector related to PMP-22 (Keratinocyte-associated protein 1) (KCP-1) (P53-induced protein PIGPC1) (Transmembrane protein THW),PERP KCP1 KRTCAP1 PIGPC1 THW,Homo sapiens (Human),193
P40855,PEX19_HUMAN,reviewed,Peroxisomal biogenesis factor 19 (33 kDa housekeeping protein) (Peroxin-19) (Peroxisomal farnesylated protein),PEX19 HK33 PXF OK/SW-cl.22,Homo sapiens (Human),299
Q6ZVD8,PHLP2_HUMAN,reviewed,PH domain leucine-rich repeat-containing protein phosphatase 2 (EC 3.1.3.16) (PH domain leucine-rich repeat-containing protein phosphatase-like) (PHLPP-like),PHLPP2 KIAA0931 PHLPPL,Homo sapiens (Human),1323
Q15154,PCM1_HUMAN,reviewed,Pericentriolar material 1 protein (PCM-1) (hPCM-1),PCM1,Homo sapiens (Human),2024
O75928,PIAS2_HUMAN,reviewed,E3 SUMO-protein ligase PIAS2 (EC 6.3.2.-) (Androgen receptor-interacting protein 3) (ARIP3) (DAB2-interacting protein) (DIP) (Msx-interacting zinc finger protein) (Miz1) (PIAS-NY protein) (Protein inhibitor of activated STAT x) (Protein inhibitor of activated STAT2),PIAS2 PIASX,Homo sapiens (Human),621
Q9HB75,PIDD1_HUMAN,reviewed,p53-induced death domain-containing protein 1 (Leucine-rich repeat and death domain-containing protein),PIDD1 LRDD PIDD,Homo sapiens (Human),910
Q13526,PIN1_HUMAN,reviewed,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 (EC 5.2.1.8) (Peptidyl-prolyl cis-trans isomerase Pin1) (PPIase Pin1) (Rotamase Pin1),PIN1,Homo sapiens (Human),163
Q8IXK0,PHC2_HUMAN,reviewed,Polyhomeotic-like protein 2 (hPH2) (Early development regulatory protein 2),PHC2 EDR2 PH2,Homo sapiens (Human),858
Q8NDX5,PHC3_HUMAN,reviewed,Polyhomeotic-like protein 3 (Early development regulatory protein 3) (Homolog of polyhomeotic 3) (hPH3),PHC3 EDR3 PH3,Homo sapiens (Human),983
Q9UM63,PLAL1_HUMAN,reviewed,Zinc finger protein PLAGL1 (Lost on transformation 1) (LOT-1) (Pleiomorphic adenoma-like protein 1) (Tumor suppressor ZAC),PLAGL1 LOT1 ZAC,Homo sapiens (Human),463
P53350,PLK1_HUMAN,reviewed,Serine/threonine-protein kinase PLK1 (EC 2.7.11.21) (Polo-like kinase 1) (PLK-1) (Serine/threonine-protein kinase 13) (STPK13),PLK1 PLK,Homo sapiens (Human),603
Q12913,PTPRJ_HUMAN,reviewed,Receptor-type tyrosine-protein phosphatase eta (Protein-tyrosine phosphatase eta) (R-PTP-eta) (EC 3.1.3.48) (Density-enhanced phosphatase 1) (DEP-1) (HPTP eta) (Protein-tyrosine phosphatase receptor type J) (R-PTP-J) (CD antigen CD148),PTPRJ DEP1,Homo sapiens (Human),1337
Q9Y6C5,PTC2_HUMAN,reviewed,Protein patched homolog 2 (PTC2),PTCH2 UNQ560/PRO1121/PRO57079,Homo sapiens (Human),1203
Q9H2L5,RASF4_HUMAN,reviewed,Ras association domain-containing protein 4,RASSF4 AD037,Homo sapiens (Human),321
P01116,RASK_HUMAN,reviewed,"GTPase KRas (K-Ras 2) (Ki-Ras) (c-K-ras) (c-Ki-ras) [Cleaved into: GTPase KRas, N-terminally processed]",KRAS KRAS2 RASK2,Homo sapiens (Human),189
Q8IZ41,RASEF_HUMAN,reviewed,Ras and EF-hand domain-containing protein (Ras-related protein Rab-45),RASEF RAB45,Homo sapiens (Human),740
P50749,RASF2_HUMAN,reviewed,Ras association domain-containing protein 2,RASSF2 CENP-34 KIAA0168,Homo sapiens (Human),326
Q8WWW0,RASF5_HUMAN,reviewed,Ras association domain-containing protein 5 (New ras effector 1) (Regulator for cell adhesion and polarization enriched in lymphoid tissues) (RAPL),RASSF5 NORE1 RAPL,Homo sapiens (Human),418
P62834,RAP1A_HUMAN,reviewed,Ras-related protein Rap-1A (C21KG) (G-22K) (GTP-binding protein smg p21A) (Ras-related protein Krev-1),RAP1A KREV1,Homo sapiens (Human),184
Q9Y5S9,RBM8A_HUMAN,reviewed,RNA-binding protein 8A (Binder of OVCA1-1) (BOV-1) (RNA-binding motif protein 8A) (RNA-binding protein Y14) (Ribonucleoprotein RBM8A),RBM8A RBM8 HSPC114 MDS014,Homo sapiens (Human),174
Q96B01,R51A1_HUMAN,reviewed,RAD51-associated protein 1 (RAD51-interacting protein),RAD51AP1 PIR51,Homo sapiens (Human),352
Q8NFJ5,RAI3_HUMAN,reviewed,Retinoic acid-induced protein 3 (G-protein coupled receptor family C group 5 member A) (Phorbol ester induced gene 1) (PEIG-1) (Retinoic acid-induced gene 1 protein) (RAIG-1),GPRC5A GPCR5A RAI3 RAIG1,Homo sapiens (Human),357
