Entry,Entry name,Status,Protein names,Gene names,Organism,Length
Q7Z426,Q7Z426_HUMAN,unreviewed,Putative MAPK activating protein,,Homo sapiens (Human),396
B5MDW0,B5MDW0_HUMAN,unreviewed,Erythroblast transformation-specific transcription factor ERG variant 10 (Transcriptional regulator ERG),ERG,Homo sapiens (Human),455
Q708E5,Q708E5_HUMAN,unreviewed,"C-myb v-myb myeloblastosis viral oncogene homologue (avian), exon 1 and joined CDS (V-myb myeloblastosis viral oncogene homolog (Avian), isoform CRA_l) (V-myb myeloblastosis viral oncogene homologue (Avian))",c-myb MYB hCG_32380,Homo sapiens (Human),402
Q9UK79,Q9UK79_HUMAN,unreviewed,"Herstatin (V-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (Avian), isoform CRA_a)",HER-2 ERBB2 hCG_28177,Homo sapiens (Human),419
Q7Z5Q8,Q7Z5Q8_HUMAN,unreviewed,"Lung cancer oncogene 4 (cDNA FLJ13450 fis, clone PLACE1003027, highly similar to C-jun-amino-terminal kinase-interacting protein 4)",HLC4,Homo sapiens (Human),200
Q53HP8,Q53HP8_HUMAN,unreviewed,Jun B proto-oncogene variant (Fragment),,Homo sapiens (Human),347
B3CJ87,B3CJ87_HUMAN,unreviewed,V-myc myelocytomatosis viral oncogene homolog (Fragment),MYC,Homo sapiens (Human),267
A0A024R7V6,A0A024R7V6_HUMAN,unreviewed,"RAB2, member RAS oncogene family, isoform CRA_a",RAB2 hCG_40714,Homo sapiens (Human),212
B3CJD5,B3CJD5_HUMAN,unreviewed,V-myc myelocytomatosis viral oncogene homolog (Fragment),MYC,Homo sapiens (Human),272
A0A024QZ68,A0A024QZ68_HUMAN,unreviewed,"RAB34, member RAS oncogene family, isoform CRA_b",RAB34 hCG_31814,Homo sapiens (Human),259
A0A024RDA0,A0A024RDA0_HUMAN,unreviewed,"V-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog, isoform CRA_a",KIT hCG_22160,Homo sapiens (Human),976
A8MSP2,A8MSP2_HUMAN,unreviewed,"RAB37, member RAS oncogene family, isoform CRA_e (Ras-related protein Rab-37) (cDNA FLJ45130 fis, clone BRAWH3037428, highly similar to Homo sapiens RAB37, member RAS oncogene family (RAB37), transcript variant 3, mRNA)",RAB37 hCG_1986458,Homo sapiens (Human),182
E9RFS7,E9RFS7_HUMAN,unreviewed,Shugoshin-like 1 isoform P1,SGOL1,Homo sapiens (Human),59
Q6LEQ8,Q6LEQ8_HUMAN,unreviewed,LTG9/MLLT3 protein (Fragment),LTG9/MLLT3,Homo sapiens (Human),342
Q71A33,Q71A33_HUMAN,unreviewed,C-maf proto-oncogene,MAF,Homo sapiens (Human),370
Q6LBM3,Q6LBM3_HUMAN,unreviewed,Fibroblast growth factor,fgf gene,Homo sapiens (Human),64
J7H412,J7H412_HUMAN,unreviewed,"HCG1787521, isoform CRA_a (NANOGP8)",NANOGP8 hCG_1787521,Homo sapiens (Human),305
A0A087X2C3,A0A087X2C3_HUMAN,unreviewed,"RAP2C, member of RAS oncogene family, isoform CRA_b (Ras-related protein Rap-2c)",RAP2C hCG_2043125,Homo sapiens (Human),117
Q5EXX1,Q5EXX1_HUMAN,unreviewed,Ubiquitin-specific protease USP6 (Fragment),ZNF9/USP6 fusion COL1A1/USP6 fusion OMD/USP6 fusion THRAP150/USP6 fusion,Homo sapiens (Human),16
Q45XF9,Q45XF9_HUMAN,unreviewed,Deleted in liver cancer 1 variant 2 (Fragment),DLC1,Homo sapiens (Human),24
J7HAX8,J7HAX8_HUMAN,unreviewed,NANOGP8,NANOGP8,Homo sapiens (Human),305
B3CJB2,B3CJB2_HUMAN,unreviewed,V-myc myelocytomatosis viral oncogene homolog (Fragment),MYC,Homo sapiens (Human),252
A8MUU7,A8MUU7_HUMAN,unreviewed,"RAB37, member RAS oncogene family, isoform CRA_b (cDNA FLJ30284 fis, clone BRACE2002812, highly similar to Homo sapiens RAB37, member RAS oncogene family (RAB37), transcript variant 3, mRNA)",RAB37 hCG_1986458,Homo sapiens (Human),169
Q53FJ3,Q53FJ3_HUMAN,unreviewed,"Ubiquitin specific protease, proto-oncogene isoform a variant (Fragment)",,Homo sapiens (Human),963
A0A024R4A4,A0A024R4A4_HUMAN,unreviewed,"RAB17, member RAS oncogene family, isoform CRA_a",RAB17 hCG_2013161,Homo sapiens (Human),212
Q1K9C9,Q1K9C9_HUMAN,unreviewed,Oncogene,tre,Homo sapiens (Human),586
Q6LE82,Q6LE82_HUMAN,unreviewed,RB1 protein (Fragment),RB1,Homo sapiens (Human),55
B3CJB1,B3CJB1_HUMAN,unreviewed,V-myc myelocytomatosis viral oncogene homolog (Fragment),MYC,Homo sapiens (Human),267
Q2MD42,Q2MD42_HUMAN,unreviewed,B-cell linker protein (Fragment),BASH BLNK SLP65,Homo sapiens (Human),54
B2R5I8,B2R5I8_HUMAN,unreviewed,"cDNA, FLJ92490, highly similar to Homo sapiens RAB32, member RAS oncogene family (RAB32), mRNA",,Homo sapiens (Human),225
A0A0A6ZH34,A0A0A6ZH34_HUMAN,unreviewed,SHONgamma,SHON,Homo sapiens (Human),109
Q5U0I6,Q5U0I6_HUMAN,unreviewed,"H.sapiens ras-related Hrab1A protein (RAB1A protein) (RAB1A, member RAS oncogene family) (RAB1A, member RAS oncogene family, isoform CRA_b) (cDNA, FLJ96558, Homo sapiens RAB1A, member RAS oncogene family (RAB1A), mRNA)",RAB1A hCG_22592,Homo sapiens (Human),205
Q2MD52,Q2MD52_HUMAN,unreviewed,B-cell linker protein (Fragment),BASH BLNK SLP65,Homo sapiens (Human),433
Q86WG4,Q86WG4_HUMAN,unreviewed,RB1 protein (Retinoblastoma) (Fragment),RB1,Homo sapiens (Human),16
Q9NPF3,Q9NPF3_HUMAN,unreviewed,T-cell leukemia/lymphoma 6 ORF72 (TML1 beta ORF72),TCL6f4 TCL6f1 TCL6f2 TCL6f3,Homo sapiens (Human),72
Q6UY29,Q6UY29_HUMAN,unreviewed,PIKR2786 (SHONalpha),SHON UNQ2786,Homo sapiens (Human),93
Q9NPH1,Q9NPH1_HUMAN,unreviewed,T-cell leukemia/lymphoma 6 ORF105,TCL6f4 TCL6c1 TCL6f3,Homo sapiens (Human),105
Q14020,Q14020_HUMAN,unreviewed,Bcr/c-abl oncogene protein (Fragment),,Homo sapiens (Human),156
Q8IZG6,Q8IZG6_HUMAN,unreviewed,SS18/SSX2 fusion protein (Fragment),SS18/SSX2 fusion,Homo sapiens (Human),39
Q8IZR8,Q8IZR8_HUMAN,unreviewed,Ret proto-oncogene (Fragment),RET,Homo sapiens (Human),88
J7MA22,J7MA22_HUMAN,unreviewed,Tyrosine-protein kinase receptor (EC 2.7.10.1),EML4-ALK,Homo sapiens (Human),1129
B4DFQ0,B4DFQ0_HUMAN,unreviewed,"cDNA FLJ60239, highly similar to Proto-oncogene tyrosine-protein kinase MER (EC 2.7.10.1)",,Homo sapiens (Human),398
O14781,O14781_HUMAN,unreviewed,Putative uncharacterized protein PTEN2 (Fragment),PTEN2,Homo sapiens (Human),338
B3CJB0,B3CJB0_HUMAN,unreviewed,V-myc myelocytomatosis viral oncogene homolog (Fragment),MYC,Homo sapiens (Human),252
A8K725,A8K725_HUMAN,unreviewed,"cDNA FLJ75737, highly similar to Homo sapiens v-ets erythroblastosis virus E26 oncogene homolog 1 (avian) (ETS1), mRNA",,Homo sapiens (Human),441
Q16509,Q16509_HUMAN,unreviewed,TAL-1,tal-1,Homo sapiens (Human),331
Q8WXU1,Q8WXU1_HUMAN,unreviewed,BCL2-associated X protein (Fragment),BAX,Homo sapiens (Human),24
A0A024R1A7,A0A024R1A7_HUMAN,unreviewed,"ELK1, member of ETS oncogene family, isoform CRA_a",ELK1 hCG_27063,Homo sapiens (Human),428
Q2MD56,Q2MD56_HUMAN,unreviewed,B-cell linker protein (Fragment),BASH BLNK SLP65,Homo sapiens (Human),210
Q9UMB0,Q9UMB0_HUMAN,unreviewed,Fibroblast growth factor receptor-related protein (Fragment),K-SAM,Homo sapiens (Human),100
O43838,O43838_HUMAN,unreviewed,Bcd orf1,,Homo sapiens (Human),79
F8TLW0,F8TLW0_HUMAN,unreviewed,Proto-oncogene tyrosine-protein kinase receptor Ret (EC 2.7.10.1),RET,Homo sapiens (Human),1114
Q92468,Q92468_HUMAN,unreviewed,p21 protein (Fragment),c-bas/has,Homo sapiens (Human),112
Q9BZD1,Q9BZD1_HUMAN,unreviewed,Ewings sarcoma EWS-Fli1 (Type 1) oncogene,,Homo sapiens (Human),476
V9H020,V9H020_HUMAN,unreviewed,RB1 protein (Fragment),RB1,Homo sapiens (Human),51
B2RAU1,B2RAU1_HUMAN,unreviewed,"cDNA, FLJ95117, highly similar to Homo sapiens sarcospan (Kras oncogene-associated gene) (SSPN), mRNA",,Homo sapiens (Human),243
Q8IZG9,Q8IZG9_HUMAN,unreviewed,SS18/SSX2 fusion protein (Fragment),SS18/SSX2 fusion,Homo sapiens (Human),39
B3CJ72,B3CJ72_HUMAN,unreviewed,V-myc myelocytomatosis viral oncogene homolog (Fragment),MYC,Homo sapiens (Human),252
B4DDX7,B4DDX7_HUMAN,unreviewed,"cDNA FLJ56544, highly similar to Proto-oncogene tyrosine-protein kinase FER (EC 2.7.10.2)",,Homo sapiens (Human),326
G3V2V7,G3V2V7_HUMAN,unreviewed,Proto-oncogene c-Fos,FOS,Homo sapiens (Human),232
A0A024RB09,A0A024RB09_HUMAN,unreviewed,"RAB5B, member RAS oncogene family, isoform CRA_a",RAB5B hCG_25009,Homo sapiens (Human),215
B2RE75,B2RE75_HUMAN,unreviewed,"cDNA, FLJ95000, highly similar to Homo sapiens c-mer proto-oncogene tyrosine kinase (MERTK), mRNA",,Homo sapiens (Human),999
G3V5J9,G3V5J9_HUMAN,unreviewed,Proto-oncogene c-Fos,FOS,Homo sapiens (Human),176
J7H7A5,J7H7A5_HUMAN,unreviewed,NANOGP8 (Fragment),NANOGP8,Homo sapiens (Human),130
Q6LE80,Q6LE80_HUMAN,unreviewed,RB1 protein (Fragment),RB1,Homo sapiens (Human),38
Q5DM88,Q5DM88_HUMAN,unreviewed,HDPR1 (Fragment),,Homo sapiens (Human),36
A8WFP5,A8WFP5_HUMAN,unreviewed,V-maf musculoaponeurotic fibrosarcoma oncogene homolog K (Avian) (Fragment),MAFK,Homo sapiens (Human),157
O43460,O43460_HUMAN,unreviewed,Phosphatase and tensin homolog 2 (Fragment),PTH2,Homo sapiens (Human),403
A0A087WUS5,A0A087WUS5_HUMAN,unreviewed,Myc proto-oncogene protein,MYC,Homo sapiens (Human),454
B3CJD8,B3CJD8_HUMAN,unreviewed,V-myc myelocytomatosis viral oncogene homolog (Fragment),MYC,Homo sapiens (Human),252
F5CNE9,F5CNE9_HUMAN,unreviewed,Mutant RET proto-oncogene protein (Fragment),,Homo sapiens (Human),85
A0A024R5Z8,A0A024R5Z8_HUMAN,unreviewed,"RAB11A, member RAS oncogene family, isoform CRA_a",RAB11A hCG_22519,Homo sapiens (Human),216
G3V5N7,G3V5N7_HUMAN,unreviewed,Proto-oncogene c-Fos (Fragment),FOS,Homo sapiens (Human),142
J7H749,J7H749_HUMAN,unreviewed,NANOGP8,NANOGP8,Homo sapiens (Human),305
Q9NNX2,Q9NNX2_HUMAN,unreviewed,ErbB-3 (Fragment),c-erbB-3,Homo sapiens (Human),63
Q13914,Q13914_HUMAN,unreviewed,ABL1 protein (Fragment),ABL1,Homo sapiens (Human),64
Q2MD57,Q2MD57_HUMAN,unreviewed,B-cell linker protein (Fragment),BASH BLNK SLP65,Homo sapiens (Human),107
B3CJ71,B3CJ71_HUMAN,unreviewed,V-myc myelocytomatosis viral oncogene homolog (Fragment),MYC,Homo sapiens (Human),262
Q543A1,Q543A1_HUMAN,unreviewed,"Putative NFkB activating protein (TMEM9 domain family, member B, isoform CRA_a) (cDNA FLJ90196 fis, clone MAMMA1001344) (cDNA, FLJ93544)",TMEM9B hCG_23891,Homo sapiens (Human),198
J7HA13,J7HA13_HUMAN,unreviewed,NANOGP8 (Fragment),NANOGP8,Homo sapiens (Human),130
A0A024QYW7,A0A024QYW7_HUMAN,unreviewed,"Pim-2 oncogene, isoform CRA_a",PIM2 hCG_19826,Homo sapiens (Human),311
Q708E6,Q708E6_HUMAN,unreviewed,"C-myb v-myb myeloblastosis viral oncogene homologue (avian), exon 1 and joined CDS (Transcriptional activator Myb) (V-myb myeloblastosis viral oncogene homolog (Avian), isoform CRA_i) (V-myb myeloblastosis viral oncogene homologue (Avian))",MYB c-myb hCG_32380,Homo sapiens (Human),347
Q2MD44,Q2MD44_HUMAN,unreviewed,B-cell linker protein (Fragment),BASH BLNK SLP65,Homo sapiens (Human),41
F1D8N7,F1D8N7_HUMAN,unreviewed,"Thyroid hormone nuclear receptor beta variant 1 (Thyroid hormone receptor, beta (Erythroblastic leukemia viral (V-erb-a) oncogene homolog 2, avian), isoform CRA_a)",NR1A2 THRB hCG_15525,Homo sapiens (Human),461
Q96D37,Q96D37_HUMAN,unreviewed,Proto-oncogene vav (VAV1 protein),VAV1,Homo sapiens (Human),790
Q3T7B8,Q3T7B8_HUMAN,unreviewed,tRNA isopentenylpyrophosphate transferase isoform 5,TRIT1,Homo sapiens (Human),221
J7HA22,J7HA22_HUMAN,unreviewed,NANOG (Fragment),NANOG,Homo sapiens (Human),138
Q6IAV3,Q6IAV3_HUMAN,unreviewed,"Eukaryotic translation initiation factor 1, isoform CRA_a (Putative translation initiation factor) (SUI1 protein) (cDNA, FLJ92128, Homo sapiens putative translation initiation factor (SUI1), mRNA)",SUI1 EIF1 hCG_1771529,Homo sapiens (Human),113
Q70SM2,Q70SM2_HUMAN,unreviewed,Hypermethylated in cancer 1 (Hypermethylated in cancer 1 protein) (Fragment),HIC1,Homo sapiens (Human),9
Q708E3,Q708E3_HUMAN,unreviewed,"C-myb v-myb myeloblastosis viral oncogene homologue (avian), exon 1 and joined CDS (Transcriptional activator Myb) (V-myb myeloblastosis viral oncogene homolog (Avian), isoform CRA_e) (V-myb myeloblastosis viral oncogene homologue (Avian))",c-myb MYB hCG_32380,Homo sapiens (Human),449
A0A024R178,A0A024R178_HUMAN,unreviewed,"V-raf murine sarcoma 3611 viral oncogene homolog, isoform CRA_b (V-raf murine sarcoma 3611 viral oncogene-like protein isoform 1)",ARAF hCG_29140,Homo sapiens (Human),606
Q68CK4,Q68CK4_HUMAN,unreviewed,"Leucine-rich alpha-2-glycoprotein (Leucine-rich alpha-2-glycoprotein 1) (cDNA FLJ14476 fis, clone MAMMA1001388, highly similar to Leucine-rich alpha-2-glycoprotein) (cDNA, FLJ95324, highly similar to Homo sapiens leucine-rich alpha-2-glycoprotein 1 (LRG1), mRNA)",HMFT1766 LRG1 hCG_2004087,Homo sapiens (Human),347
Q708E8,Q708E8_HUMAN,unreviewed,"C-myb v-myb myeloblastosis viral oncogene homologue (avian), exon 1 and joined CDS (V-myb myeloblastosis viral oncogene homolog (Avian), isoform CRA_k) (V-myb myeloblastosis viral oncogene homologue (Avian))",c-myb MYB hCG_32380,Homo sapiens (Human),350
A0A158RFU6,A0A158RFU6_HUMAN,unreviewed,"RAB7, member RAS oncogene family, isoform CRA_a (RAB7A, member RAS oncogene family)",RAB7A RAB7 hCG_1780455,Homo sapiens (Human),207
A0A0A6ZH24,A0A0A6ZH24_HUMAN,unreviewed,HCG1795174 (SHONbeta),SHON hCG_1795174,Homo sapiens (Human),151
L7RRS6,L7RRS6_HUMAN,unreviewed,"V-raf-1 murine leukemia viral oncogene homolog 1 (V-raf-1 murine leukemia viral oncogene homolog 1, isoform CRA_a) (V-raf-1 murine leukemia viral oncogene-like protein 1 isoform 1)",RAF1 hCG_28314,Homo sapiens (Human),648
Q6U210,Q6U210_HUMAN,unreviewed,Ubiquitin-specific protease USP6 (Fragment),CDH11/USP6 fusion oncogene,Homo sapiens (Human),27
A0A024R1U4,A0A024R1U4_HUMAN,unreviewed,"RAB5C, member RAS oncogene family, isoform CRA_a",RAB5C hCG_2039680,Homo sapiens (Human),216
A4KYM7,A4KYM7_HUMAN,unreviewed,"Inhibitor of growth family member 4 variant deltaEx6B (cDNA FLJ53613, highly similar to Inhibitor of growth protein 4)",ING4,Homo sapiens (Human),172
Q9HAG2,Q9HAG2_HUMAN,unreviewed,"RAB24, member RAS oncogene family, isoform CRA_c (cDNA FLJ11699 fis, clone HEMBA1005047, highly similar to RAS-RELATED PROTEIN RAB-24)",RAB24 hCG_2039395,Homo sapiens (Human),155
A0A024R191,A0A024R191_HUMAN,unreviewed,"RAB38, member RAS oncogene family, isoform CRA_a",RAB38 hCG_20785,Homo sapiens (Human),211
A0A024R9L7,A0A024R9L7_HUMAN,unreviewed,"V-myc myelocytomatosis viral oncogene homolog (Avian), isoform CRA_a",MYC hCG_15917,Homo sapiens (Human),439
Q9BTX6,Q9BTX6_HUMAN,unreviewed,Proto-oncogene tyrosine-protein kinase receptor Ret (RET protein),RET,Homo sapiens (Human),458
A0A024R2T0,A0A024R2T0_HUMAN,unreviewed,"Ubiquitin specific peptidase 4 (Proto-oncogene), isoform CRA_d",USP4 hCG_20131,Homo sapiens (Human),963
Q9UBR6,Q9UBR6_HUMAN,unreviewed,Telomerase reverse transcriptase (Fragment),TERT,Homo sapiens (Human),524
J7H466,J7H466_HUMAN,unreviewed,NANOGP8 (Fragment),NANOGP8,Homo sapiens (Human),130
Q708E9,Q708E9_HUMAN,unreviewed,"C-myb v-myb myeloblastosis viral oncogene homologue (avian), exon 1 and joined CDS (V-myb myeloblastosis viral oncogene homolog (Avian)) (V-myb myeloblastosis viral oncogene homolog (Avian), isoform CRA_f)",MYB hCG_32380,Homo sapiens (Human),640
Q672R2,Q672R2_HUMAN,unreviewed,Transducin-like enhancer of split 3 short isoform (Transducin-like enhancer protein 3) (Fragment),TLE3,Homo sapiens (Human),39
Q9NZG9,Q9NZG9_HUMAN,unreviewed,DNA repair protein RAD51 homolog 1 (RAD51) (Fragment),RAD51,Homo sapiens (Human),75
Q9UE13,Q9UE13_HUMAN,unreviewed,RET proto-oncogene tyrosine kinase receptor (Ret proto-oncogene) (Fragment),RET proto-oncogene RET,Homo sapiens (Human),35
Q2MD47,Q2MD47_HUMAN,unreviewed,B-cell linker protein (Fragment),BASH BLNK SLP65,Homo sapiens (Human),121
A0A024QYV3,A0A024QYV3_HUMAN,unreviewed,"RAB, member RAS oncogene family-like 5, isoform CRA_a",RABL5 hCG_17354,Homo sapiens (Human),185
A0A024R728,A0A024R728_HUMAN,unreviewed,"Met proto-oncogene (Hepatocyte growth factor receptor), isoform CRA_a",MET hCG_38705,Homo sapiens (Human),1408
J7H3Z5,J7H3Z5_HUMAN,unreviewed,NANOGP8 (Putative homeobox protein NANOGP8),NANOGP8,Homo sapiens (Human),305
A8KAH9,A8KAH9_HUMAN,unreviewed,"RAP1A, member of RAS oncogene family (Ras-related protein Rap-1A) (cDNA FLJ75985, highly similar to Homo sapiens RAP1A, member of RAS oncogene family (RAP1A), transcript variant 2, mRNA)",RAP1A hCG_1818872,Homo sapiens (Human),184
A0A024R8K6,A0A024R8K6_HUMAN,unreviewed,"RAB37, member RAS oncogene family, isoform CRA_c",RAB37 hCG_1986458,Homo sapiens (Human),223
Q6FGU7,Q6FGU7_HUMAN,unreviewed,"RAB7, member RAS oncogene family-like 1 (RAB7, member RAS oncogene family-like 1, isoform CRA_a) (RAB7L1 protein) (Fragment)",RAB7L1 hCG_19156,Homo sapiens (Human),203
B4DGX8,B4DGX8_HUMAN,unreviewed,"Ret proto-oncogene (Multiple endocrine neoplasia and medullary thyroid carcinoma 1, Hirschsprung disease), isoform CRA_c (cDNA FLJ58503, highly similar to Proto-oncogene tyrosine-protein kinase receptorret (EC 2.7.10.1))",RET hCG_22740,Homo sapiens (Human),818
Q549U1,Q549U1_HUMAN,unreviewed,"Putative MAPK activating protein (Putative uncharacterized protein HSU53209) (Transformer-2 alpha, isoform CRA_a) (cDNA, FLJ95674, Homo sapiens transformer-2 alpha (htra-2 alpha) (HSU53209), mRNA)",HSU53209 TRA2A hCG_37979,Homo sapiens (Human),282
B3CJ64,B3CJ64_HUMAN,unreviewed,V-myc myelocytomatosis viral oncogene homolog (Fragment),MYC,Homo sapiens (Human),267
B3CJ65,B3CJ65_HUMAN,unreviewed,V-myc myelocytomatosis viral oncogene homolog (Fragment),MYC,Homo sapiens (Human),252
A0A024R7S5,A0A024R7S5_HUMAN,unreviewed,"Ret proto-oncogene (Multiple endocrine neoplasia and medullary thyroid carcinoma 1, Hirschsprung disease), isoform CRA_b",RET hCG_22740,Homo sapiens (Human),852
B0B0N9,B0B0N9_HUMAN,unreviewed,V-myc myelocytomatosis viral oncogene homolog (Fragment),MYC,Homo sapiens (Human),252
A0A0B4J1W9,A0A0B4J1W9_HUMAN,unreviewed,RAF proto-oncogene serine/threonine-protein kinase,RAF1,Homo sapiens (Human),69
A0A024R2K1,A0A024R2K1_HUMAN,unreviewed,"RAB5A, member RAS oncogene family, isoform CRA_a",RAB5A hCG_1776267,Homo sapiens (Human),215
Q8WY67,Q8WY67_HUMAN,unreviewed,"PP4748 (RAB24, member RAS oncogene family, isoform CRA_d)",RAB24 hCG_2039395,Homo sapiens (Human),184
A0A024R2X6,A0A024R2X6_HUMAN,unreviewed,"Ubiquitin specific peptidase 4 (Proto-oncogene), isoform CRA_b",USP4 hCG_20131,Homo sapiens (Human),916
O75812,O75812_HUMAN,unreviewed,ErbB-3 R31 (Receptor tyrosine-protein kinase erbB-3) (Fragment),c-erbB-3 ERBB3,Homo sapiens (Human),81
Q16577,Q16577_HUMAN,unreviewed,Elongation factor 1-alpha 1 (Eukaryotic translation elongation factor 1 alpha 1-like 14) (Longation factor 1-alpha 1),PTI-1 EEF1A1L14,Homo sapiens (Human),398
A0A024R7I7,A0A024R7I7_HUMAN,unreviewed,"H.sapiens ras-related Hrab3A protein (RAB3A, member RAS oncogene family, isoform CRA_a)",RAB3A hCG_36862,Homo sapiens (Human),220
Q7Z430,Q7Z430_HUMAN,unreviewed,Protein wntless homolog (Putative NFkB activating protein),WLS,Homo sapiens (Human),127
A0A024R9A1,A0A024R9A1_HUMAN,unreviewed,"RAB7B, member RAS oncogene family, isoform CRA_a",RAB7B hCG_1759007,Homo sapiens (Human),142
Q16591,Q16591_HUMAN,unreviewed,MYC protein (Myc protein) (ORF 118),MYC,Homo sapiens (Human),188
Q53EX5,Q53EX5_HUMAN,unreviewed,"RAB7, member RAS oncogene family-like 1 variant (Fragment)",,Homo sapiens (Human),203
Q6YN44,Q6YN44_HUMAN,unreviewed,Tumor endothelial marker 5 (Fragment),TEM5,Homo sapiens (Human),320
A0A1W2PPD9,A0A1W2PPD9_HUMAN,unreviewed,N-myc proto-oncogene protein,MYCN,Homo sapiens (Human),253
B4DP83,B4DP83_HUMAN,unreviewed,"cDNA FLJ51262, highly similar to N-myc proto-oncogene protein",,Homo sapiens (Human),236
J7HA98,J7HA98_HUMAN,unreviewed,NANOG (Fragment),NANOG,Homo sapiens (Human),138
Q13649,Q13649_HUMAN,unreviewed,"Threonine, tyrosine phosphatase (Fragment)",,Homo sapiens (Human),411
Q7Z423,Q7Z423_HUMAN,unreviewed,Putative MAPK activating protein,,Homo sapiens (Human),32
B3CJ63,B3CJ63_HUMAN,unreviewed,V-myc myelocytomatosis viral oncogene homolog (Fragment),MYC,Homo sapiens (Human),252
B3CJ89,B3CJ89_HUMAN,unreviewed,V-myc myelocytomatosis viral oncogene homolog (Fragment),MYC,Homo sapiens (Human),267
Q9NNX3,Q9NNX3_HUMAN,unreviewed,ErbB-3 (Fragment),c-erbB-3,Homo sapiens (Human),56
Q9UGL0,Q9UGL0_HUMAN,unreviewed,RBP56/CHN protein (Fragment),RBP56/CHN,Homo sapiens (Human),58
B4DRZ1,B4DRZ1_HUMAN,unreviewed,"cDNA FLJ59229, highly similar to Homo sapiens v-myc myelocytomatosis viral related oncogene, neuroblastoma derived, mRNA",,Homo sapiens (Human),382
B3CJ92,B3CJ92_HUMAN,unreviewed,V-myc myelocytomatosis viral oncogene homolog (Fragment),MYC,Homo sapiens (Human),252
Q6LCB7,Q6LCB7_HUMAN,unreviewed,B-lymphocyte activation antigen B7 (Fragment),,Homo sapiens (Human),31
Q2MD51,Q2MD51_HUMAN,unreviewed,B-cell linker protein (Fragment),BASH BLNK SLP65,Homo sapiens (Human),55
B3CJ74,B3CJ74_HUMAN,unreviewed,V-myc myelocytomatosis viral oncogene homolog (Fragment),MYC,Homo sapiens (Human),252
Q00182,Q00182_HUMAN,unreviewed,Oncogene tyrosine protein kinase receptor (Fragment),trk2,Homo sapiens (Human),118
Q6YHU3,Q6YHU3_HUMAN,unreviewed,Death receptor interacting/7p fusion protein,GITA/7p fusion,Homo sapiens (Human),1063
B3CJ94,B3CJ94_HUMAN,unreviewed,V-myc myelocytomatosis viral oncogene homolog (Fragment),MYC,Homo sapiens (Human),267
Q9UM90,Q9UM90_HUMAN,unreviewed,Receptor tyrosine kinase (Fragment),RET,Homo sapiens (Human),52
B3CJ76,B3CJ76_HUMAN,unreviewed,V-myc myelocytomatosis viral oncogene homolog (Fragment),MYC,Homo sapiens (Human),252
A0A024R3U9,A0A024R3U9_HUMAN,unreviewed,"RAB4A, member RAS oncogene family, isoform CRA_b",RAB4A hCG_1810885,Homo sapiens (Human),218
B3CJA9,B3CJA9_HUMAN,unreviewed,V-myc myelocytomatosis viral oncogene homolog (Fragment),MYC,Homo sapiens (Human),252
B3CJ75,B3CJ75_HUMAN,unreviewed,V-myc myelocytomatosis viral oncogene homolog (Fragment),MYC,Homo sapiens (Human),267
B3CJ86,B3CJ86_HUMAN,unreviewed,V-myc myelocytomatosis viral oncogene homolog (Fragment),MYC,Homo sapiens (Human),252
Q86WP5,Q86WP5_HUMAN,unreviewed,Ubiquitin specific protease 32 (Fragment),,Homo sapiens (Human),24
B3CJC7,B3CJC7_HUMAN,unreviewed,V-myc myelocytomatosis viral oncogene homolog (Fragment),MYC,Homo sapiens (Human),252
A8MN20,A8MN20_HUMAN,unreviewed,WT1 protein (Fragment),WT1,Homo sapiens (Human),32
Q6JN45,Q6JN45_HUMAN,unreviewed,TEM5-like protein (Fragment),,Homo sapiens (Human),245
D4Q8H3,D4Q8H3_HUMAN,unreviewed,V-maf musculoaponeurotic fibrosarcoma oncogene homolog A,MAFA,Homo sapiens (Human),352
B3CJD2,B3CJD2_HUMAN,unreviewed,V-myc myelocytomatosis viral oncogene homolog (Fragment),MYC,Homo sapiens (Human),252
P78495,P78495_HUMAN,unreviewed,RB1 protein (Fragment),RB1,Homo sapiens (Human),54
Q04227,Q04227_HUMAN,unreviewed,Oncogene tyrosine protein kinase receptor (Fragment),trk4,Homo sapiens (Human),118
Q6YHU4,Q6YHU4_HUMAN,unreviewed,Death receptor interacting/3p fusion protein splice variant,GITA/3p fusion,Homo sapiens (Human),1063
B3CJD9,B3CJD9_HUMAN,unreviewed,V-myc myelocytomatosis viral oncogene homolog (Fragment),MYC,Homo sapiens (Human),267
B3CJD6,B3CJD6_HUMAN,unreviewed,V-myc myelocytomatosis viral oncogene homolog (Fragment),MYC,Homo sapiens (Human),257
H0YBT0,H0YBT0_HUMAN,unreviewed,Myc proto-oncogene protein,MYC,Homo sapiens (Human),453
Q53ET8,Q53ET8_HUMAN,unreviewed,"RAB6A, member RAS oncogene family isoform a variant (Fragment)",,Homo sapiens (Human),208
A0A1W2PSA1,A0A1W2PSA1_HUMAN,unreviewed,Proto-oncogene tyrosine-protein kinase receptor Ret (Fragment),RET,Homo sapiens (Human),191
Q2MD58,Q2MD58_HUMAN,unreviewed,B-cell linker protein (Fragment),BASH BLNK SLP65,Homo sapiens (Human),184
